gastvrouw	'xAst-frA+w
laspleister	'lAs-plE+s-t@r
aanplanting	'am-plAn-tIN
kolksloot	'kOlk-slot
tennisschoen	'tE-n@-sxun
genrekunst	'ZAn-r@-kYnst
damkampioen	'dAm-kAm-pi-jun
stalgreep	'stAl-Grep
onderzoeksgroep	'On-d@r-zuk-sxrup
koolweerstand	'kol-wer-stAnt
buslijn	'bYs-lE+n
zomerstage	'zo-m@r-sta-G@
beautycase	'bju-ti-kes
rivierkreeft	ri-'vir-kreft
vijgenboom	'vE+-G@-bom
voordrachtkunstenaar	'vor-drAxt-kYn-st@-nar
slakrop	'sla-krOp
brandassurantie	'brAnd-A-sy-rAn-si
cataloog	kA-ta-'lox
prikkelhoest	'prI-k@l-hust
slotformule	'slOt-fOr-my-l@
lezerij	'le-z@-rE+
handwerkklomperij	'hAnd-wEr-klOm-p@-rE+
kleurplaat	'kl2r-plat
burg	'bYrx
levensnorm	'le-v@s-nOrm
uzi	'u-zi
tentenmaker	'tEn-t@-ma-k@r
ongereptheid	ON-G@-'rEpt-hE+t
beuling	'b2-lIN
schorre	'sxO-r@
vrijerij	vrE+-j@-'rE+
politiechef	po-'li-tsi-SEf
vergroting	v@r-'Gro-tIN
negenentwintig	'ne-G@n-En-twIn-t@x
snijsla	'snE+-sla
kooldioxide	'kol-di-jOk-si-d@
keeper	'ki-p@r
eendenbout	'en-d@-bA+t
signaalhoren	sI-'Jal-ho-r@
diepzee	'dip-se
heldenbegrafenis	'hEl-d@-b@-Gra-f@-nIs
auto-intoxicatie	'A+-to-In-tOk-si-'ka-tsi
lichtkrans	'lIxt-krAns
lichtkrant	'lIxt-krAnt
antirevolutionair	An-ti-re-vo-ly-tSo-'nE:r
basisinformatie	'ba-z@s-In-fOr-ma-tsi
populatiegenetica	po-py-'la-tsi-G@-ne-ti-ka
sektari&euml;r	sEk-'ta-ri-j@r
speelbank	'spel-bANk
boord	'bort
beleidsregel	b@-'lE+ts-re-G@l
spijsolie	'spE+s-o-li
scheen	'sxen
verklaarbaarheid	v@r-'klar-bar-hE+t
nijlgans	'nE+l-GAns
grafkrans	'xrAf-krAns
studiegenoot	'sty-di-G@-not
vuurvlaag	'vyr-vlax
rietpolder	'rit-pOl-d@r
voorlichtingsambtenaar	'vor-lIx-tINs-Am-t@-nar
giftbrief	'xIvd-brif
buitenspeelster	'bY+-t@-spel-st@r
meerkat	'mer-kAt
zendantenne	'zEnd-An-tE-n@
steenthee	'sten-te
spreektijd	'sprek-tE+t
avondvogel	'a-vOnt-fo-G@l
tussenhandelaar	'tY-s@-hAn-d@-lar
leidinggevende	'lE+-dIN-Ge-v@n-d@
wielerklassieker	'wi-l@r-klA-si-k@r
lymf	'lImf
zenuwstiller	'ze-nyw-stI-l@r
projectresearch	pro-'jEkt-ri-sYrS
loonmassa	'lo-mA-sa
romulus	'ro-my-lYs
combine	kOm-'bi-n@
pronkster	'prONk-st@r
bakkersfiets	'bA-k@rs-fits
jansalie	jAn-'sa-li
rijstrook	'rE+-strok
koffiepauze	'kO-fi-pA+-z@
chippie	SI-'pi
televisiecultuur	te-le-vi-'si-kYl-tyr
kopieerder	ko-pi-'jer-d@r
dedicated-terminalpolitiek	de-di-'ka-tE-'tEr-mi-nAl-po-li-tik
naaktshow	'nakt-Sow
glibberigheid	'xlI-b@-r@x-hE+t
dommekracht	'dO-m@-krAxt
ontwenningskuur	Ont-'wE-nINs-kyr
gevechtstank	x@-vExt-'stANk
vinkenzetting	'vIN-k@n-zE-tIN
randglosse	'rAnt-xlO-s@
bemoediging	b@-'mu-d@-GIN
triplexplaat	'tri-plEks-plat
barkelner	'bAr-kEl-n@r
preambule	pre-jAm-'by-l@
plof	'plOf
plo-leider	pe-El-'o-'lE+-d@r
hertenkamp	'hEr-t@-kAmp
navelstreng	'na-v@l-strEN
scheer	'sxer
knapperd	'knA-p@rt
kennisindustrie	'kE-n@s-In-dYs-tri
belastingsinner	b@-'lAs-tIN-sI-n@r
welfboog	'wElv-box
penner	'pE-n@r
luukpraat	'lyk-prat
processiemaand	pro-sE-'si-mant
geniepigheid	x@-'ni-p@x-hE+t
milieubescherming	mi-'lj2-b@-sxEr-mIN
puntdam	'pYn-dAm
bevolkingsstatistiek	b@-'vOl-kIN-sta-tIs-tik
plattelandscultuur	'plA-t@-lAnt-skYl-tyr
katabolie	ka-ta-bo-'li
circulatietijd	sIr-ky-'la-tsi-tE+t
gentechnologie	'xEn-t@x-no-lo-Gi
spreeks	'spreks
gokverslaving	'xOk-f@r-sla-vIN
carisma-actie	ka-'rIs-ma-'Ak-si
dumpprijs	'dYm-prE+s
macrocefalie	ma-kro-s@-fa-'li
vissersboot	'vI-s@rz-bot
fort	'fOrt
driekwartmantel	'dri-kwArt-mAn-t@l
zelfbeschikking	'zElv-b@-sxI-kIN
kunstpaus	'kYnst-pA+s
barricadeoorlog	bA-ri-'ka-d@-or-lOx
opkomer	'Op-ko-m@r
aarding	'ar-dIN
houtsnip	'hA+t-snIp
mediotheek	me-di-jo-'tek
scheepslantaren	'sxeps-lAn-ta-r@
muziekleraar	my-'zik-le-rar
vakantiezegel	va-'kAn-si-ze-G@l
inlognaam	'In-lOG-nam
openbaringsgeschiedenis	o-p@m-'ba-rINs-x@-sxi-d@-nIs
vigiliedag	vi-'Gi-li-dAx
oneer	'On-er
plok	'plOk
zandvlakte	'zAnt-flAk-t@
koudlichtspiegel	kA+d-'lIxt-spi-G@l
euthanasiepraktijk	2-ta-na-zip-rAk-'tE+k
milieuhygi&euml;newetgeving	mi-'lj2-hi-Gi-je-n@-wEt-xe-vIN
witkuif	'wIt-kY+f
reisgids	'rE+s-xIts
rooier	'ro-j@r
mo-handvaardigheid	Em-'o-hAnt-'far-d@x-hE+t
veldbezetting	'vEld-b@-zE-tIN
wortelstronk	'wOr-t@ls-trONk
penicilline	pe-ni-si-'li-n@
wasboom	'wAz-bom
geloofsverkondiging	x@-'lofs-f@r-kOn-d@-GIN
overwerktheid	o-v@r-'wErkt-hE+t
classic	'klE-sIk
huiskapelaan	'hY+s-kA-p@-lan
savooikool	sa-'voj-kol
differentiatie	dI-f@-rEn-'Sa-tsi
dieplader	'dip-la-d@r
bechterew	'bEx-t@-rEw
aftroever	'Af-tru-v@r
kampeervakantie	kAm-per-va-'kAn-si
leaseauto	le-'ja-so-to
seismologie	sE+s-mo-lo-'Gi
aanstekelijkheid	an-'ste-k@-l@k-hE+t
f-vijf	'E-'fE+f
classis	'klA-s@s
dextrine	dEks-'tri-n@
schaatsdag	'sxatz-dAx
projectietafel	pro-'jEk-si-ta-f@l
shit	'SIt
bliksemactie	'blIk-s@m-Ak-si
onderzoeksruimte	'On-d@r-zuk-srY+m-t@
aanraking	'an-ra-kIN
valtijd	'vAl-tE+t
rotameter	'ro-ta-me-t@r
recordinternationaal	r@-kOr-dIn-t@r-nats-jO-'nal
platting	'plA-tIN
sigarenpeuk	si-'Ga-r@-p2k
computerwereld	kOm-'pju-t@r-we-r@lt
verzamel-cd	v@r-'za-m@l-se-de
profbokser	'prOv-bOk-s@r
winterzon	'wIn-t@r-zOn
gezinssociologie	x@-'zIn-so-So-lo-Gi
dekplaat	'dEk-plat
digital	'dI-dZI-t@l
spinnenkop	'spI-n@-kOp
teeltijd	'tel-tE+t
goa-productie	'xo-wa-pro-'dYk-si
zeven	'ze-v@
beloningsstructuur	b@-'lo-nIN-strYk-tyr
citroenbrandewijn	si-'trun-brAn-d@-wE+n
medepastoor	'me-d@-pAs-tor
cohesie	ko-'he-zi
prijsvorming	'prE+s-fOr-mIN
cultuurparagraaf	kYl-'tyr-pa-rA-Graf
lazuurkleur	la-'zyr-kl2r
trimfiets	'trIm-fits
pylorus	'pi-lo-rYs
dies	'di-jEs
vso-periode	ve-Es-'o-pe-ri-'jo-d@
a-unit	'a-'y-nIt
grabbelfout	'xrA-b@-lfA+t
pannenbakker	'pA-n@-bA-k@r
landbouwindustrie	'lAnd-bA+w-In-dYs-tri
migrantenraad	mi-'GrAn-t@-rat
volging	'vOl-GIN
rotopmerking	ro-'tOp-mEr-kIN
duwstang	'dyw-stAN
directiewagen	di-'rEk-si-wa-G@
zipdrive	zIb-'dri-v@
dief	'dif
transfert	trAns-'fErt
kijker	'kE+-k@r
verwereldlijking	v@r-'we-r@ld-l@-kIN
kleurenteevee	'kl2-r@-te-ve
clavis	'kla-v@s
kleurenfilm	'kl2-r@-fIlm
bedrijfstak	b@-'drE+fs-tAk
pasgeborene	'pAs-x@-bo-r@-n@
duinstreek	'dY+n-strek
wereldori&euml;ntatie	'we-r@ld-o-ri-jEn-ta-tsi
askring	'As-krIN
morsmouw	'mOrs-mA+w
polsdruk	'pOlz-drYk
microfiche	'mi-kro-fi-S@
spermaceet	spEr-ma-'set
bellefleur	'bE-l@-fl2r
organisatieontwikkeling	Or-Ga-ni-'za-tsi-Ont-wI-k@-lIN
kolenpijler	'ko-l@-pE+-l@r
oranjebloesem	o-'rA-J@-blu-s@m
fitster	'fIt-st@r
spaarcent	'spar-sEnt
annunciatie	A-nYn-'Sa-tsi
sopraanpartij	so-'pram-pAr-tE+
gecompliceerdheid	x@-kOm-pli-'sert-hE+t
turnles	'tYrn-lEs
verzorgpony	v@r-'zOrx-po-ni
sleepdienst	'sleb-dinst
oogtand	'ox-tAnt
schuifweerstand	'sxY+f-wer-stAnt
onwellevendheid	On-wE-'le-v@nt-hE+t
robotinstallatie	ro-bo-tIn-stA-'lat-si
giftklier	'xIft-klir
non-tekst	'nOn-'tEkst
scalp	'skAlp
onbezonnenheid	Om-b@-'zO-n@-hE+t
bastaardhond	'bAs-tart-hOnt
kaneelbast	ka-'nel-bAst
pyrologie	pi-ro-lo-'Gi
primer	'prAj-m@r
gelaatskleur	x@-'lats-kl2r
reisweg	'rE+s-wEx
samoreus	sa-mo-'r2s
herwissel	hEr-'wI-s@l
tapas	'tA-pAs
heropflakkering	hE-'rOp-flA-k@-rIN
onzijdigheid	On-'zE+-d@x-hE+t
tariefwet	ta-'rif-wEt
leiderschapscultus	'lE+-d@r-sxAps-kYl-tYs
schrijver-journalist	'sxrE+-v@r-'Zur-na-lIst
plafondbeschildering	pla-'fOnd-b@-sxIl-d@-rIN
bokkinghang	'bO-kIN-hAN
amateurpoliticus	a-ma-'t2r-po-'li-ti-kYs
domproost	'dOm-prost
achterkleinzoon	'Ax-t@r-klE+n-zon
driekamerwoning	dri-'ka-m@r-wo-nIN
markt	'mArkt
vleugelklep	'vl2-G@l-klEp
aannemingsmaatschappij	'a-ne-mINs-mat-sxA-pE+
kniehoogte	'kni-hox-t@
zangwedstrijd	'zAN-wEt-strE+t
weemoedigheid	we-'mu-d@x-hE+t
hoogdienst	'hoG-dinst
deeltjesstraling	'del-tj@-stra-lIN
onherhaalbaarheid	On-hEr-'hal-bar-hE+t
rastering	'rAs-t@-rIN
ouwewijvenkoek	'A+-w@-wE+-v@N-kuk
wijninformatie	'wE+n-In-fOr-ma-tsi
string	'strIN
oeverkant	'u-v@r-kAnt
luxehavik	'lyk-s@-ha-vIk
afgezante	'Af-x@-zAn-t@
specialisatietendens	spe-Sa-li-'za-tsi-tEn-dEns
buitenspeler	'bY+-t@-spe-l@r
auscultatie	A+s-kYl-'ta-tsi
strafverlaging	'strA-f@r-la-GIN
dinghy	'dIN-gi
gemeentedirecteur	x@-'men-t@-di-rEk-t2r
krapte	'krAp-t@
publicatiedatum	py-bli-'kat-si-da-tYm
exportvergunning	'Eks-pOrt-f@r-GY-nIN
ontwikkelingswerker	Ont-'wI-k@-lINs-wEr-k@r
kuitkramp	'kY+t-krAmp
relaps	re-'lAps
textielschool	tEk-'stil-sxol
bloedgetuige	'blut-x@-tY+-G@
keukencorvee	'k2-k@N-kOr-ve
gummihandschoen	'xY-mi-hAnt-sxun
madelief	ma-d@-'lif
aartsliefhebber	'arts-lif-hE-b@r
pijnpuntgevoeligheid	pE+m-pYnt-x@-'vu-l@x-hE+t
lintbebouwing	'lInd-b@-bA+-wIN
populatie	po-py-'la-tsi
veraanschouwelijking	v@r-an-'sxA+-w@-l@-kIN
liefdadigheidsbazaar	liv-'da-d@x-hE+dz-ba-zar
stelping	'stEl-pIN
voedingskabel	'vu-dINs-ka-b@l
veeteelt	've-telt
oorlogsstatus	'or-lOx-sta-tYs
verspreidingsactie	v@r-sprE+-dIN-'sAk-si
vogelnaam	'vo-G@-lnam
oorlogswinst	'or-lOxs-wInst
dierentaal	'di-r@-tal
toetske	'tuts-k@
kannenwasser	'kA-n@-wA-s@r
gezinssfeer	x@-'zIn-sfer
aalreep	'al-rep
staartdraad	'star-drat
knippert	'knI-p@rt
terreurbrigade	tE-'r2r-bri-Ga-d@
doodschop	'dot-sxOp
strafblad	'strAv-blAt
kwaadwilligheid	kwad-'wI-l@x-hE+t
deksel	'dEk-s@l
kenschets	'kEn-sxEts
morning-afterpil	mOr-nIN-'Af-t@r-pIl
zandrug	'zAnd-rYx
gezinszorg	x@-'zIn-sOrx
kloosterroeping	'klos-t@-ru-pIN
schaardijk	'sxar-dE+k
gouddekking	'xA+-dE-kIN
springbal	'sprIN-bAl
onderstroming	'On-d@r-stro-mIN
majem	'ma-j@m
helmslak	'hElm-slAk
reologie	re-jo-lo-'Gi
inspiratiebron	In-spi-'ra-tsi-brOn
valscheur	'vAl-sx2r
rijksacademie	'rE+ks-a-ka-de-mi
comapati&euml;nt	ko-ma-pa-'SEnt
distributiemaatschappij	dIs-tri-by-ti-mat-sxA-'pE+
oogenting	'oG-En-tIN
hoofdwijkverpleegkundige	'hoft-wE+k-f@r-plex-kYn-d@-G@
amusementswereld	a-my-z@-'mEnts-we-r@lt
ambtsuitoefening	'Amts-Y+t-u-f@-nIN
linksback	lINgz-'bEk
blokkeerder	blO-'ker-d@r
inmaaktijd	'In-mak-tE+t
inconsequentheid	IN-kOn-s@-'kwEnt-hE+t
groentekweker	'xrun-t@-kwe-k@r
handelsoorlog	'hAn-d@l-sor-lOx
geschillenregeling	x@-'sxI-l@n-re-G@-lIN
nasaliteit	'na-sa-li-tE+t
theaterproductie	te-'ja-t@r-pro-dYk-si
godsbelofte	'xOdz-b@-lOf-t@
schrijfkramp	'sxrE+f-krAmp
hoofdkern	'hoft-kErn
maffialeider	'mA-fi-ja-lE+-d@r
hoofdkerk	'hoft-kErk
landcommissie	lAnt-kO-'mI-si
straftijd	'strAf-tE+t
mensheid	'mEns-hE+t
hummer	'hY-m@r
betrouwbaarheidsrit	b@-'trA+w-bar-hE+ts-rIt
driepersoonskamer	'dri-p@r-sons-ka-m@r
sprekerslijst	'spre-k@r-slE+st
financieringstechniek	fi-nAn-si-rIN-stEx-'nik
polderbode	'pOl-d@r-bo-d@
wegluis	'wEG-lY+s
operatiebasis	o-p@-'ra-tsi-ba-z@s
traanklier	'traN-klir
banierdrager	ba-'nir-dra-G@r
bascule	bAs-'ky-l@
tekstballon	'tEgzd-bA-lOn
nadoenerij	na-du-n@-'rE+
gozer	'xo-z@r
glorie	'xlo-ri
degeneratie	de-Ge-n@-'ra-tsi
bonbon	bOm-'bOn
uiensmaak	'Y+-j@-smak
vastenavondvreugde	vAs-t@n-'a-vOnt-fr2G-d@
anakoloet	a-na-ko-'lut
vuilnisbak	'vY+l-nIz-bAk
dakpangeschiedenis	'dAk-pA-N@-sxi-d@-nIs
ondraaglijkheid	On-'draG-l@k-hE+t
penningmeester	'pE-nIN-mes-t@r
kamerfractie	'ka-m@r-frAk-si
sint-jutmis	sInt-'jYt-m@s
nachtdienst	'nAG-dinst
monochromie	mo-no-xro-'mi
balletmuziek	bA-'lEt-my-zik
effectenbeurs	E-'fEk-t@-b2rs
voetbalgeleerde	vud-bAl-G@-'ler-d@
hypersensitiviteit	'hi-p@r-s@-si-ti-vi-tE+t
pikkel	'pI-k@l
wisselbloedtransfusie	'wI-s@l-blu-trAns-fy-zi
heksenfee	'hEk-s@n-fe
vredesonderhandeling	'vre-d@s-On-d@r-hAn-d@-lIN
beschikker	b@-'sxI-k@r
minachting	'mIn-Ax-tIN
bijslaap	'bE+-slap
coca&iuml;nehandel	ko-'kAj-n@-hAn-d@l
voddenvent	vO-d@n-'vEnt
paasmorgen	'pas-mOr-G@
ontsmettingsbak	Ont-'smE-tINz-bAk
regendag	're-G@n-dAx
kinderbescherming	'kIn-d@r-b@-sxEr-mIN
protestbetoging	pro-'tEzd-b@-to-GIN
palmprocessie	'pAlm-pro-sE-si
hersenontsteking	'hEr-s@-Ont-ste-kIN
macrobiotiek	'ma-kro-bi-jo-tik
ecobonus	e-ko-'bo-nYs
watersnood	'wa-t@rs-not
sporttoto	'spOr-to-to
rederijkerskamer	're-d@-rE+-k@rs-ka-m@r
steigerpaal	'stE+-G@r-pal
koeliedienst	'ku-li-dinst
bergsportfederatie	bErx-spOrt-fe-d@-'rat-si
ombudsmanfunctie	'Om-bYts-mAn-fYNk-si
robotarm	ro-bo-'tArm
oktoberrevolutie	Ok-'to-b@-re-vo-ly-tsi
voren	'vo-r@
gaanderij	xan-d@-'rE+
fermte	'fErm-t@
herfstvlaag	'hErfst-flax
mcbeal-verhaallijn	mgb@-'Al-v@r-'ha-lE+n
kopieerpers	ko-pi-'jer-pErs
rijksinspectie	'rE+ks-In-spEk-si
insider	'In-sAj-d@r
oppositiebeweging	O-po-'zit-si-b@-we-GIN
zuidwand	'zY+t-wAnt
modelopvoeding	mo-'dEl-Op-fu-dIN
aide-de-cuisine	'E:-d@-kwi-si-n@
smeerlapperij	smer-lA-p@-'rE+
scheuring	'sx2-rIN
tapioca	ta-pi-'jo-ka
lasstaaf	'lA-staf
beroepsdanser	b@-'rubz-dAn-s@r
pollutie	pO-'ly-tsi
boekenlegger	'bu-k@-lE-G@r
detectie	de-'tEk-si
wasstift	'wA-stIft
lighouding	'lIx-hA+-dIN
ontstemming	Ont-'stE-mIN
waterwijding	'wa-t@r-wE+-dIN
zielsverhuizing	'zils-f@r-hY+-zIN
oom	'om
koffiecorner	kO-'fi-kOr-n@r
ooi	'oj
schroefbuis	'sxruv-bY+s
bevrijder	b@-'vrE+-d@r
hoofdstudie	'hoft-sty-di
behaardheid	b@-'hart-hE+t
plantenziektekunde	'plAn-t@-zik-t@-kYn-d@
appel	'A-p@l
marinestaf	ma-'ri-n@-stAf
gymnastiekzaal	xIm-nAs-'tik-sal
medekanonnier	'me-d@-ka-nO-nir
calorimeter	ka-lo-'ri-me-t@r
thuishulp	'tY+s-hYlp
fant-medewerker	'fAnt-'me-d@-wEr-k@r
zingelijkheid	'zI-N@-l@k-hE+t
evolutiehypothese	e-vo-'ly-tsi-hi-po-te-z@
calorimetrie	ka-lo-ri-me-'tri
pinkstervakantie	'pINk-st@r-va-kAn-si
competentie	kOm-p@-'tEn-si
situatie-ethiek	si-ty-'wa-tsi-e-tik
konijnestrik	ko-'nE+-n@-strIk
oliejas	'o-li-jAs
kwijtscheldingspositie	kwE+t-sxEl-dINs-po-'zit-si
karbonkelneus	kAr-'bON-k@l-n2s
energie-uitstoot	e-nEr-'Gi-'Y+t-stot
altaardoek	'Al-tar-duk
ouderenzorg	'A+-d@-r@-zOrx
uitbuiter	'Y+d-bY+-t@r
bandvorm	'bAnt-fOrm
langslaper	'lAN-sla-p@r
luimigheid	'lY+-m@x-hE+t
apenrots	'a-p@-rOts
belegeraar	b@-'le-G@-rar
kitchenette	kIt-S@-'nE-t@
gezichtsindruk	x@-'zIxts-In-drYk
schimmelplant	'sxI-m@l-plAnt
slijmvliesverandering	'slE+m-vlis-f@r-An-d@-rIN
souvenirwinkel	su-v@-'nir-wIN-k@l
aanvoerster	'an-vur-st@r
greskei	'xrEs-kE+
organisatietheorie	Or-Ga-ni-'za-tsi-te-jo-ri
geminatie	xe-mi-'na-tsi
arbeidsorganisatie	'Ar-bE+ts-Or-Ga-ni-za-tsi
peis	'pEjs
jachteigenaar	'jAx-tE+-G@-nar
wk-tussenstand	we-ka-'tY-s@s-tAnt
sleepberrie	'sle-bE-ri
orgie	'Or-Gi
pianobop	pi-'ja-no-bOp
kamneus	'kAm-n2s
reliefcommissie	r@-'lif-kO-mI-si
pluimgierst	'plY+m-Girst
oliebol	'o-li-bOl
beleglat	b@-'lEG-lAt
aansnijding	'an-snE+-dIN
voedselverzamelaar	'vut-sEl-v@r-za-m@-lar
gasdruk	'xAz-drYk
wielas	'wil-As
abonnementshouder	a-bO-ne-mEnts-'hA+-d@r
co&ouml;perator	ko-wo-p@-'ra-tOr
ping	'pIN
speelgenote	'spel-G@-no-t@
wadjang	'wA-tjAN
slotakte	'slOt-Ak-t@
hobbyruimte	'hO-bi-rY+m-t@
aandoening	'an-du-nIN
liberaliteit	li-b@-ra-li-'tE+t
skater	'ske-t@r
menskunde	'mEns-kYn-d@
mediaplanner	'me-di-ja-plE-n@r
neef-modelijn	'nef-'mo-d@-lE+n
wolspinner	'wOl-spI-n@r
verrotting	v@-'rO-tIN
uitwerping	'Y+t-wEr-pIN
olympiade	o-lIm-pi-'ja-d@
designer	di-'zAj-n@r
palmslag	'pAlm-slAx
grol	'xrOl
grom	'xrOm
teerzeep	'ter-zep
boerinnenbond	'bu-rI-n@m-bOnt
raspvijl	'rAsp-fE+l
poolexpeditie	'pol-Eks-p@-di-tsi
grog	'xrOx
sabbatsrust	'sA-bAts-rYst
levensmiddelengroothandel	'le-v@s-mI-d@-l@-Grot-hAn-d@l
desensibilisatie	'de-sEn-si-bi-li-za-tsi
&eacute;&eacute;n-punt-zeslitermotor	'en-pYnt-'sEs-li-t@r-mo-tOr
warmtebron	'wArm-t@-brOn
rondbreipen	'rOnd-brE+-pEn
grot	'xrOt
recovery	ri-'kY-v@-ri
liefdebetrekking	'liv-d@-b@-trE-kIN
expeditie	Eks-p@-'di-tsi
gezondheidspolitie	x@-'zOnt-hE+ts-po-li-tsi
huidaandoening	'hY+d-an-du-nIN
ozonlamp	'o-zOn-lAmp
mensentaal	'mEn-s@-tal
onderbaas	'On-d@r-bas
laboratoriumanalyse	la-bo-ra-'to-ri-jYm-a-na-li-z@
reclasseringsambtenaar	re-klA-'se-rINs-Am-t@-nar
concurrentiepositie	kON-ky-'rEn-si-po-zi-tsi
taverne	ta-'vEr-n@
overbelasting	'o-v@r-b@-lAs-tIN
kampongbewoner	'kAm-pON-b@-wo-n@r
opart	'Op-Art
procuratiehouder	pro-ky-'ra-tsi-hA+-d@r
rodelbaan	'ro-d@l-ban
reality-soap	re-ja-'lit-si-so-'wAp
tegendraadsheid	te-G@-'drats-hE+t
clubwedstrijd	'klYb-wEt-strE+t
voege	'vu-G@
beukennoot	'b2-k@-not
verkeerswisselaar	v@r-'kers-wI-s@-lar
sproeikop	'spruj-kOp
bronstijd	'brOns-tE+t
provocateur	pro-vo-ka-'t2r
bieptoon	'bip-ton
pilsjestapper	'pIls-j@s-tA-p@r
zoonlief	'zon-lif
kindersterfte	'kIn-d@r-stErf-t@
personeelskost	'pEr-so-nels-kOst
woordvolgorde	'wort-fOl-GOr-d@
slechthamer	'slExt-ha-m@r
ontstopping	Ont-'stO-pIN
pointer	'pOjn-t@r
zoethouder	'zut-hA+-d@r
volkskunde	'vOlks-kYn-d@
veen-tulp	'ven-'tYlp
muziekmaatschappij	my-'zik-mat-sxA-pE+
verzet	v@r-'zEt
internetwaakhond	'In-t@r-nEt-wak-hOnt
vogelbeschermer	'vo-G@l-b@-sxEr-m@r
zaligmaker	'za-l@G-ma-k@r
bamboestengel	'bAm-bu-stE-N@l
klasseflits	'klA-s@f-lIts
vuurbaak	'vyr-bak
sprookjesrichting	'sprok-j@s-rIx-tIN
handelsnaam	'hAn-d@ls-nam
rationalisering	rA-tSo-na-li-'ze-rIN
melkopaal	'mElk-o-pal
kookwas	'kok-wAs
abbreviatuur	A-bre-vi-ja-'tyr
mannenmacht	'mA-n@-mAxt
lapsus	'lAp-sYs
delging	'dEl-GIN
bisschopsmijter	'bI-sxOps-mE+-t@r
killer	'kI-l@r
vuurdood	'vyr-dot
dertigkilometerzone	'dEr-t@x-ki-lo-m@-tEr-zo-n@
hennepteelt	'hE-n@p-telt
structuurontwikkeling	strYk-'ty-rOnt-wI-k@-lIN
sportwedstrijd	'spOrt-wEt-strE+t
binky	'bIN-ki
kruispaal	'krY+s-pal
bullshit	'bul-SIt
girobank	'xi-ro-bANk
kunstkalender	'kYnst-ka-lEn-d@r
ammunitiewagen	A-my-'ni-tsi-wa-G@
bestuurskamer	b@-'styrs-ka-m@r
pompondahlia	pOm-'pOn-da-li-ja
boksbeugel	'bOgz-b2-G@l
luitenant-kolonel	lY+-t@-'nAnt-ko-lo-'nEl
wurggreep	'wYr-Grep
broekklem	'bru-klEm
knaging	'kna-GIN
geotropie	xe-jo-tro-'pi
verstandigheid	v@r-'stAn-d@x-hE+t
schakelarmband	'sxa-k@l-Arm-bAnt
operatie	o-p@-'ra-tsi
nokstok	'nOk-stOk
troosteres	tros-t@-'rEs
plaattang	'pla-tAN
egotripperij	'e-Go-trI-p@-'rE+
zintuigfysiologie	'zIn-tY+x-fi-zi-jo-lo-Gi
raketbrandstof	ra-'kEd-brAnt-stOf
hoogmoed	'hoG-mut
licentiaatsverhandeling	'li-s@n-si-jats-f@r-hAn-d@-lIN
productgroep	pro-'dYkt-xrup
breedbeeld	'bred-belt
instellingsfunctie	'In-stE-lINs-fYNk-si
gladiolus	xla-di-'jo-lYs
kaakton	'kak-tOn
middagklant	'mI-dAx-klAnt
onderwijzersbond	On-d@r-'wE+-z@rz-bOnt
lantierpaal	lAn-'tir-pal
werklunch	'wErk-lYnS
huismuis	'hY+s-mY+s
kalot	ka-'lOt
hondenkeutel	'hOn-d@-k2-t@l
kwezel	'kwe-z@l
afschaf	'Af-sxAf
racewagen	'res-wa-G@
ademdamp	'a-d@m-dAmp
rechtsbekwaamheid	'rExt-zb@-kwam-hE+t
retoucheertafel	r@-tu-'Ser-ta-f@l
geloofsplicht	x@-'lofs-plIxt
machtsstreving	'mAxt-stre-vIN
sculptuur	skYlp-'tyr
toestand-muziek	'tus-tAnt-my-'zik
cirkeldefinitie	'sIr-k@l-de-fi-ni-tsi
struisheid	'strY+s-hE+t
geboorte	x@-'bor-t@
heggenschaar	'hE-G@-sxar
distomatose	dIs-to-ma-'to-z@
bijbaan	'bE+-ban
montagekit	'mOn-ta-G@-kIt
priv&eacute;-portemonnee	pri-'ve-pOr-t@-mO-ne
rijstoogst	'rE+st-oxst
regeringsexpert	r@-'Ge-rINs-Eks-pE:r
tractorbinder	'trAk-tOr-bIn-d@r
bullebijter	'bY-l@-bE+-t@r
fnv-bond	Ef-En-ve-'bOnt
ozonometer	o-zo-no-'me-t@r
kerkuil	'kErk-Y+l
bilveter	'bIl-ve-t@r
geweldenaar	x@-'wEl-d@-nar
onbestaanbaarheid	Om-b@-'stam-bar-hE+t
warmte-uitslag	'wArm-t@-Y+t-slAx
integraalband	In-t@-'Gral-bAnt
rasper	'rAs-p@r
linkerpaal	lIN-k@r-'pal
co2-gehalte	se-jo-'twe-G@-hAl-t@
goedkeuring	'xut-k2-rIN
monster	'mOn-st@r
blikwinkel	'blIk-wIN-k@l
binnenweg	'bI-n@-wEx
klassenhaat	'klA-s@-hat
zeventienhonderd	'ze-v@n-tin-hOn-d@rt
ex-directeur	Eks-di-rEk-'t2r
behanger	b@-'hA-N@r
hoogwatervluchtplaats	hox-'wa-t@r-vlYxt-plats
standenmaatschappij	'stAn-d@-mat-sxA-pE+
afstammingsleer	'Af-stA-mINs-ler
betuttelaar	b@-'tY-t@-lar
grammaticaoefening	'xrA-ma-ti-ka-u-f@-nIN
kinderverpleging	'kIn-dEr-v@r-ple-GIN
paginatuur	pa-Gi-na-'tyr
negerhut	'ne-G@r-hYt
fide&iuml;-commissaris	'fi-de-ji-kO-mI-'sa-r@s
konvooiorde	kOn-'voj-Or-d@
